StudyID,school,female,eth,ell,sped,frpl,time,age,scw_s,coregpa,pn_bf1,pn_bf2,pn_scw,pn_scw2,avg_scw_tr
1260,p2,0,Caucasian,0,0,0,T4,15.333333333333334,NA,NA,NA,NA,NA,NA,NA
1262,p2,0,Caucasian,0,0,0,T1,13.333333333333334,4,89.66666666666667,1363,1357,1357,1245,3.5
1262,p2,0,Caucasian,0,0,0,T2,13.916666666666666,4,87.375,1251,1363,1251,NA,NA
1262,p2,0,Caucasian,0,0,0,T3,14.333333333333334,NA,NA,NA,NA,NA,NA,NA
1262,p2,0,Caucasian,0,0,0,T4,14.833333333333334,NA,NA,NA,NA,NA,NA,NA
1263,p2,0,Caucasian,0,1,0,T1,13.75,3.8,80,1292,1258,1174,1292,2.25
1263,p2,0,Caucasian,0,1,0,T2,14.333333333333334,3.8,71.25,1251,1292,1272,NA,NA
1263,p2,0,Caucasian,0,1,0,T3,14.75,3.6,72.5,1228,2237,2577,NA,2.3333333333333335
1263,p2,0,Caucasian,0,1,0,T4,15.25,3.6,78.5,1297,1228,1263,NA,3
1265,p2,1,Caucasian,0,0,0,T1,13.916666666666666,4,86.33333333333333,1273,1066,1265,1173,4.25
1265,p2,1,Caucasian,0,0,0,T2,14.5,3.8,88,1131,1173,1131,NA,NA
1265,p2,1,Caucasian,0,0,0,T3,14.916666666666666,4.2,83.66666666666667,2365,1131,1131,NA,5
1265,p2,1,Caucasian,0,0,0,T4,15.416666666666666,4,82,1167,1131,1131,NA,4.5
1267,p2,0,Caucasian,0,0,0,T1,14.25,3.4,70.33333333333333,1296,1147,1267,1267,2
1267,p2,0,Caucasian,0,0,0,T2,14.833333333333334,2.6,74.375,1267,1438,1072,NA,NA
1267,p2,0,Caucasian,0,0,0,T3,15.25,4.6,NA,2614,1230,1334,NA,3.6666666666666665
1267,p2,0,Caucasian,0,0,0,T4,15.75,4.2,65.83333333333333,2614,2492,2235,NA,3.6666666666666665
1269,p2,0,Caucasian,0,1,0,T1,13.416666666666666,5,89.33333333333333,1387,1372,1169,1385,3.5
1269,p2,0,Caucasian,0,1,0,T2,14,4.8,91.75,1255,1372,1387,NA,NA
1269,p2,0,Caucasian,0,1,0,T3,14.416666666666666,4.8,78.66666666666667,1195,1288,2215,NA,4
1269,p2,0,Caucasian,0,1,0,T4,14.916666666666666,4.8,78.5,2397,1372,1255,NA,4.333333333333333
1272,p2,0,Caucasian,0,1,0,T1,13.833333333333334,3.6,70,1252,1350,1252,1413,2.5
1272,p2,0,Caucasian,0,1,0,T2,14.416666666666666,3.4,70.75,1228,1252,1350,NA,NA
1272,p2,0,Caucasian,0,1,0,T3,14.833333333333334,3.8,70,1228,1252,2437,NA,3
1272,p2,0,Caucasian,0,1,0,T4,15.333333333333334,3.4,78,1072,1277,1331,NA,2.6666666666666665
1278,p2,1,Caucasian,0,0,0,T1,13.166666666666666,3.2,76.66666666666667,1008,1246,1352,1007,3.25
1278,p2,1,Caucasian,0,0,0,T2,13.75,3.4,76.66666666666667,1008,1316,1007,NA,NA
1278,p2,1,Caucasian,0,0,0,T3,14.166666666666666,NA,NA,NA,NA,NA,NA,NA
1278,p2,1,Caucasian,0,0,0,T4,14.666666666666666,NA,NA,NA,NA,NA,NA,NA
1279,p2,1,Caucasian,0,0,0,T1,13.5,4.2,89.66666666666667,1022,1394,1244,1394,3.25
1279,p2,1,Caucasian,0,0,0,T2,14.166666666666666,3.2,87.5,1022,1330,1155,NA,NA
1279,p2,1,Caucasian,0,0,0,T3,14.583333333333334,3.8,86,1160,2258,1212,NA,3.3333333333333335
1279,p2,1,Caucasian,0,0,0,T4,15,4.2,88,1277,2258,1212,NA,2.5
1284,p2,1,Caucasian,0,1,0,T1,14.083333333333334,3.6,88.33333333333333,1254,1282,1284,1382,3.75
1284,p2,1,Caucasian,0,1,0,T2,14.666666666666666,3.6,89,1254,1282,NA,NA,NA
1284,p2,1,Caucasian,0,1,0,T3,15.166666666666666,3.2,87.33333333333333,1372,1254,1301,NA,4
1284,p2,1,Caucasian,0,1,0,T4,15.583333333333334,4.2,85.5,1372,1254,1328,NA,4.666666666666667
1285,p2,1,Caucasian,0,0,0,T1,13.416666666666666,3,82.66666666666667,1066,1172,1273,1350,4
1285,p2,1,Caucasian,0,0,0,T2,14,4.2,87.16666666666667,1099,1350,1131,NA,NA
1285,p2,1,Caucasian,0,0,0,T3,14.416666666666666,3.2,77.33333333333333,1053,1137,1181,NA,4.5
1285,p2,1,Caucasian,0,0,0,T4,14.916666666666666,3.4,83,1148,1137,1314,NA,4.666666666666667
1286,p2,0,Caucasian,0,0,0,T1,13.833333333333334,4.6,94.33333333333333,1013,1270,1116,1205,5
1286,p2,0,Caucasian,0,0,0,T2,14.5,4.4,95.5,1270,1280,1110,NA,NA
1286,p2,0,Caucasian,0,0,0,T3,14.916666666666666,4.4,88.33333333333333,1090,1070,1283,NA,5
1286,p2,0,Caucasian,0,0,0,T4,15.333333333333334,4.2,87.16666666666667,1090,2066,1173,NA,4.333333333333333
1287,p2,0,Caucasian,0,0,0,T1,13.833333333333334,4.2,84,1258,1252,1251,1095,3.5
1287,p2,0,Caucasian,0,0,0,T2,14.416666666666666,2.2,85.5,1290,1258,1226,NA,NA
1287,p2,0,Caucasian,0,0,0,T3,14.833333333333334,3,86.33333333333333,1392,2608,1286,NA,3
1287,p2,0,Caucasian,0,0,0,T4,15.333333333333334,3,83,1438,2220,1086,NA,3.3333333333333335
1288,p2,0,Caucasian,0,1,0,T1,13.916666666666666,3.8,74.33333333333333,1309,1368,1309,1288,3.5
1288,p2,0,Caucasian,0,1,0,T2,14.5,3.6,78.5,1195,1393,1075,NA,NA
1288,p2,0,Caucasian,0,1,0,T3,14.916666666666666,4.2,67.66666666666667,1195,1328,2293,NA,2.3333333333333335
1288,p2,0,Caucasian,0,1,0,T4,15.416666666666666,NA,55,NA,NA,NA,NA,2.5
1289,p2,0,Caucasian,0,1,0,T1,13.916666666666666,3.8,72,1378,1288,1374,1268,3
1289,p2,0,Caucasian,0,1,0,T2,14.5,4.2,75.875,1188,1195,1127,NA,NA
1289,p2,0,Caucasian,0,1,0,T3,14.916666666666666,4.2,83,1411,1061,2479,NA,5
1289,p2,0,Caucasian,0,1,0,T4,15.416666666666666,4,83.5,1244,1413,1077,NA,4
1291,p2,0,Caucasian,0,0,0,T1,13.75,4.6,84.66666666666667,1327,1074,NA,NA,3.25
1291,p2,0,Caucasian,0,0,0,T2,14.416666666666666,4,85,1016,1118,1271,NA,NA
1291,p2,0,Caucasian,0,0,0,T3,14.833333333333334,3.4,83.66666666666667,1409,1118,1340,NA,4
1291,p2,0,Caucasian,0,0,0,T4,15.25,3,78.66666666666667,1409,1118,2079,NA,3
1295,p2,0,Hispanic,0,0,0,T1,13.916666666666666,3.6,92.66666666666667,1020,1249,1193,1321,4.25
1295,p2,0,Hispanic,0,0,0,T2,14.583333333333334,3.2,88,1278,1249,1205,NA,NA
1295,p2,0,Hispanic,0,0,0,T3,15,3.6,83.33333333333333,1033,2016,1058,NA,4.333333333333333
1295,p2,0,Hispanic,0,0,0,T4,15.416666666666666,3.4,86.5,1033,2016,1192,NA,4.666666666666667
1302,p2,0,Caucasian,0,0,0,T1,13.25,4.2,96.33333333333333,1261,1338,1066,1131,5
1302,p2,0,Caucasian,0,0,0,T2,13.833333333333334,4.4,96.66666666666667,1010,1173,1086,NA,NA
1302,p2,0,Caucasian,0,0,0,T3,14.333333333333334,4.2,89.66666666666667,2012,1173,1340,NA,4
1302,p2,0,Caucasian,0,0,0,T4,14.75,4.2,87.33333333333333,2287,2330,1173,NA,4
1303,p2,1,Caucasian,0,0,0,T1,13.916666666666666,4.8,93,1247,1017,1064,1165,4.25
1303,p2,1,Caucasian,0,0,0,T2,14.5,4.8,92.33333333333333,1247,1343,1017,NA,NA
1303,p2,1,Caucasian,0,0,0,T3,15,NA,NA,NA,NA,NA,NA,NA
1303,p2,1,Caucasian,0,0,0,T4,15.416666666666666,NA,NA,NA,NA,NA,NA,NA
1305,p2,1,Caucasian,0,0,0,T1,14.083333333333334,4.6,88.66666666666667,1191,1144,1191,1120,4
1305,p2,1,Caucasian,0,0,0,T2,14.666666666666666,5,91.66666666666667,1077,1239,1063,NA,NA
1305,p2,1,Caucasian,0,0,0,T3,15.083333333333334,NA,NA,NA,NA,NA,NA,NA
1305,p2,1,Caucasian,0,0,0,T4,15.583333333333334,NA,NA,NA,NA,NA,NA,NA
1306,p2,0,Caucasian,0,0,0,T1,13.583333333333334,4,68,1259,1223,1223,1259,3.25
1306,p2,0,Caucasian,0,0,0,T2,14.166666666666666,3.2,80.83333333333333,1298,1259,1259,NA,NA
1306,p2,0,Caucasian,0,0,0,T3,14.583333333333334,4.2,68.66666666666667,2297,1317,1037,NA,3.6666666666666665
1306,p2,0,Caucasian,0,0,0,T4,15.083333333333334,2.6,73,2297,2031,2373,NA,3.6666666666666665
1310,p2,0,Caucasian,0,0,0,T1,13.75,NA,84,NA,NA,NA,NA,3
1310,p2,0,Caucasian,0,0,0,T2,14.333333333333334,2,85,1011,1284,1059,NA,NA
1310,p2,0,Caucasian,0,0,0,T3,14.833333333333334,NA,NA,NA,NA,NA,NA,NA
1310,p2,0,Caucasian,0,0,0,T4,15.25,NA,NA,NA,NA,NA,NA,NA
1316,p2,1,Caucasian,0,0,0,T1,14,NA,77.33333333333333,NA,NA,NA,NA,4
1316,p2,1,Caucasian,0,0,0,T2,14.666666666666666,4,81.16666666666667,1207,1008,1164,NA,NA
1316,p2,1,Caucasian,0,0,0,T3,15.083333333333334,5,85,1029,1381,1392,NA,4.666666666666667
1316,p2,1,Caucasian,0,0,0,T4,15.5,NA,79.66666666666667,NA,NA,NA,NA,4.666666666666667
1317,p2,0,Caucasian,0,0,0,T1,13.916666666666666,3.8,88.66666666666667,1087,1224,NA,NA,4.5
1317,p2,0,Caucasian,0,0,0,T2,14.5,4.2,91.83333333333333,1003,1012,1205,NA,NA
1317,p2,0,Caucasian,0,0,0,T3,14.916666666666666,4,89,1306,1322,NA,NA,4
1317,p2,0,Caucasian,0,0,0,T4,15.416666666666666,4.2,90.33333333333333,NA,NA,NA,NA,4.666666666666667
1323,p2,0,Caucasian,0,0,0,T1,13.333333333333334,4.6,85,1047,1073,1238,1392,3.5
1323,p2,0,Caucasian,0,0,0,T2,13.916666666666666,4,87.83333333333333,1156,1047,1041,NA,NA
1323,p2,0,Caucasian,0,0,0,T3,14.333333333333334,4,82,1414,1372,1255,NA,4.333333333333333
1323,p2,0,Caucasian,0,0,0,T4,14.833333333333334,4.2,82.5,2465,1269,2257,NA,4
1325,p2,1,Caucasian,0,0,0,T1,13.916666666666666,3.8,75.66666666666667,1280,1345,1280,1072,3.5
1325,p2,1,Caucasian,0,0,0,T2,14.5,3.6,70,1072,1280,1362,NA,NA
1325,p2,1,Caucasian,0,0,0,T3,14.916666666666666,4,70.66666666666667,1072,1297,1349,NA,3
1325,p2,1,Caucasian,0,0,0,T4,15.416666666666666,NA,74.33333333333333,NA,NA,NA,NA,2.6666666666666665
1327,p2,0,Caucasian,0,0,0,T1,13.666666666666666,3.6,82.66666666666667,1291,1342,1352,1342,4
1327,p2,0,Caucasian,0,0,0,T2,14.25,4.4,90.5,1016,1291,1016,NA,NA
1327,p2,0,Caucasian,0,0,0,T3,14.666666666666666,4.4,85.66666666666667,1237,1342,2157,NA,3.3333333333333335
1327,p2,0,Caucasian,0,0,0,T4,15.166666666666666,3.8,82,1041,2395,1448,NA,4
1328,p2,0,Caucasian,0,0,0,T1,13.916666666666666,4.8,87.66666666666667,1266,1372,1244,1022,3.5
1328,p2,0,Caucasian,0,0,0,T2,14.583333333333334,3.8,79.375,1257,1073,1266,NA,NA
1328,p2,0,Caucasian,0,0,0,T3,15,4.4,83,1251,1410,1414,NA,3.3333333333333335
1328,p2,0,Caucasian,0,0,0,T4,15.416666666666666,4.4,82.16666666666667,1343,1270,2539,NA,3
1329,p2,0,Caucasian,0,0,0,T1,13.916666666666666,3.4,94.66666666666667,1208,1015,1180,1302,4.25
1329,p2,0,Caucasian,0,0,0,T2,14.5,2.6,94.83333333333333,1208,1415,1015,NA,NA
1329,p2,0,Caucasian,0,0,0,T3,15,NA,NA,NA,NA,NA,NA,NA
1329,p2,0,Caucasian,0,0,0,T4,15.416666666666666,NA,NA,NA,NA,NA,NA,NA
1333,p2,1,AfricanAmerican,0,0,0,T1,13.25,3.4,87,1068,1044,1382,1162,4
1333,p2,1,AfricanAmerican,0,0,0,T2,13.833333333333334,4.2,90.66666666666667,1068,1154,1160,NA,NA
1333,p2,1,AfricanAmerican,0,0,0,T3,14.333333333333334,2.8,78.66666666666667,1237,1227,1213,NA,3.3333333333333335
1333,p2,1,AfricanAmerican,0,0,0,T4,14.75,3.8,91.66666666666667,1333,1227,2163,NA,4
1337,p2,0,Asian,0,0,0,T1,13.583333333333334,4.2,89,1018,1165,1298,1203,3.75
1337,p2,0,Asian,0,0,0,T2,14.166666666666666,3.8,84.33333333333333,1124,1336,1171,NA,NA
1337,p2,0,Asian,0,0,0,T3,14.666666666666666,4,77,2130,1211,2168,NA,2.6666666666666665
1337,p2,0,Asian,0,0,0,T4,15.083333333333334,4,76.66666666666667,2130,1211,1211,NA,1.6666666666666667
1338,p2,1,Caucasian,0,0,0,T1,13.833333333333334,2.8,79,1121,1301,1173,1027,3
1338,p2,1,Caucasian,0,0,0,T2,14.416666666666666,3.2,77.25,1004,1121,1251,NA,NA
1338,p2,1,Caucasian,0,0,0,T3,14.833333333333334,3.2,79.33333333333333,1004,1121,1212,NA,2.6666666666666665
1338,p2,1,Caucasian,0,0,0,T4,15.25,NA,71.83333333333333,NA,NA,NA,NA,2
1340,p2,0,Asian,0,0,0,T1,14,4,93,1205,1003,1003,1087,4.5
1340,p2,0,Asian,0,0,0,T2,14.583333333333334,3.4,96,1003,1205,1058,NA,NA
1340,p2,0,Asian,0,0,0,T3,15,3.6,95,2168,1307,1117,NA,5
1340,p2,0,Asian,0,0,0,T4,15.5,3.8,95.16666666666667,2318,2168,2300,NA,5
1345,p2,1,Caucasian,0,0,0,T1,13.5,NA,77,NA,NA,NA,NA,2.75
1345,p2,1,Caucasian,0,0,0,T2,14.083333333333334,5,81.875,1072,1218,1345,NA,NA
1345,p2,1,Caucasian,0,0,0,T3,14.5,3.6,78.33333333333333,NA,NA,NA,NA,3.3333333333333335
1345,p2,1,Caucasian,0,0,0,T4,14.916666666666666,3.4,82.16666666666667,1254,1257,2459,NA,3
1346,p2,0,Caucasian,0,0,0,T1,13.416666666666666,4,66.66666666666667,1188,1195,1358,1343,2
1346,p2,0,Caucasian,0,0,0,T2,14,3.6,69.375,1188,1195,1289,NA,NA
1346,p2,0,Caucasian,0,0,0,T3,14.5,3.4,70,1300,2426,1264,NA,2.6666666666666665
1346,p2,0,Caucasian,0,0,0,T4,14.916666666666666,3.8,60.666666666666664,1300,2329,2329,NA,3.3333333333333335
1348,p2,0,Caucasian,0,0,0,T1,13.916666666666666,3.6,91.66666666666667,1014,1253,1253,1019,3.25
1348,p2,0,Caucasian,0,0,0,T2,14.5,3.4,87.33333333333333,1014,1253,1395,NA,NA
1348,p2,0,Caucasian,0,0,0,T3,14.916666666666666,NA,NA,NA,NA,NA,NA,NA
1348,p2,0,Caucasian,0,0,0,T4,15.416666666666666,NA,NA,NA,NA,NA,NA,NA
1350,p2,1,Asian,0,1,0,T1,14,4.8,85,1119,1252,1119,1132,3.25
1350,p2,1,Asian,0,1,0,T2,14.583333333333334,4.8,85.375,1140,1119,1081,NA,NA
1350,p2,1,Asian,0,1,0,T3,15,NA,NA,NA,NA,NA,NA,NA
1350,p2,1,Asian,0,1,0,T4,15.5,NA,NA,NA,NA,NA,NA,NA
1352,p2,1,Caucasian,0,0,0,T1,13.583333333333334,4.6,87.33333333333333,1108,1067,1362,1007,4.5
1352,p2,1,Caucasian,0,0,0,T2,14.166666666666666,5,95,1225,1098,1150,NA,NA
1352,p2,1,Caucasian,0,0,0,T3,14.583333333333334,4.4,93.66666666666667,1021,2498,1352,NA,5
1352,p2,1,Caucasian,0,0,0,T4,15.083333333333334,4.4,91.16666666666667,1021,2498,2244,NA,4.5
1353,p2,1,Caucasian,0,1,0,T1,13.916666666666666,4.2,84.66666666666667,1427,1107,1091,1107,3.75
1353,p2,1,Caucasian,0,1,0,T2,14.5,4.4,80.375,1107,1091,1115,NA,NA
1353,p2,1,Caucasian,0,1,0,T3,15,4.8,93,2610,2418,2428,NA,5
1353,p2,1,Caucasian,0,1,0,T4,15.416666666666666,5,92,2071,2426,1363,NA,5
1354,p2,1,Asian,1,0,0,T1,13.916666666666666,4.8,87,1379,1084,1148,1128,4
1354,p2,1,Asian,1,0,0,T2,14.5,5,85.375,1084,1128,1126,NA,NA
1354,p2,1,Asian,1,0,0,T3,15,NA,NA,NA,NA,NA,NA,NA
1354,p2,1,Asian,1,0,0,T4,15.416666666666666,NA,NA,NA,NA,NA,NA,NA
1355,p2,1,Asian,0,0,0,T1,13.5,4.2,98,1254,1281,1353,1313,4.75
1355,p2,1,Asian,0,0,0,T2,14.083333333333334,4.2,98.33333333333333,1304,1281,1192,NA,NA
1355,p2,1,Asian,0,0,0,T3,14.5,3.6,95.66666666666667,1281,2256,1249,NA,4
1355,p2,1,Asian,0,0,0,T4,15,3.8,96.66666666666667,2379,1281,2009,NA,4.666666666666667
1357,p2,0,Caucasian,0,0,0,T1,13.75,4.4,88,1262,1363,1251,1262,4
1357,p2,0,Caucasian,0,0,0,T2,14.416666666666666,4.8,81.5,1363,1262,1208,NA,NA
1357,p2,0,Caucasian,0,0,0,T3,14.833333333333334,NA,NA,NA,NA,NA,NA,NA
1357,p2,0,Caucasian,0,0,0,T4,15.25,NA,NA,NA,NA,NA,NA,NA
1358,p2,0,AfricanAmerican,0,1,0,T1,13.916666666666666,3.8,75,1381,1242,1381,1124,3.75
1358,p2,0,AfricanAmerican,0,1,0,T2,14.5,3.6,73.375,1343,1242,1309,NA,NA
1358,p2,0,AfricanAmerican,0,1,0,T3,15,3.4,65.66666666666667,2094,1176,1176,NA,4
1358,p2,0,AfricanAmerican,0,1,0,T4,15.416666666666666,4,65.16666666666667,1296,2510,1176,NA,3.6666666666666665
1359,p2,0,Caucasian,0,0,0,T1,13.666666666666666,4,77,1351,NA,1118,1327,2.75
1359,p2,0,Caucasian,0,0,0,T2,14.333333333333334,3.6,80,1207,1351,1207,NA,NA
1359,p2,0,Caucasian,0,0,0,T3,14.75,4.2,51.666666666666664,2279,1316,2242,NA,2.6666666666666665
1359,p2,0,Caucasian,0,0,0,T4,15.166666666666666,4.2,84.33333333333333,NA,NA,2603,NA,3.6666666666666665
1360,p2,0,Caucasian,0,0,0,T1,13.666666666666666,4.8,85.66666666666667,NA,NA,NA,NA,3.75
1360,p2,0,Caucasian,0,0,0,T2,14.25,4.8,88.125,1019,1185,1395,NA,NA
1360,p2,0,Caucasian,0,0,0,T3,14.666666666666666,NA,NA,NA,NA,NA,NA,NA
1360,p2,0,Caucasian,0,0,0,T4,15.083333333333334,NA,NA,NA,NA,NA,NA,NA
1361,p2,1,Caucasian,0,0,0,T1,13.25,4.4,90.33333333333333,1283,1294,1191,1064,4
1361,p2,1,Caucasian,0,0,0,T2,13.833333333333334,4.6,81.16666666666667,1294,1191,1089,NA,NA
1361,p2,1,Caucasian,0,0,0,T3,14.333333333333334,4.6,75.66666666666667,1070,1250,1335,NA,3.3333333333333335
1361,p2,1,Caucasian,0,0,0,T4,14.75,4.2,80.33333333333333,1070,2030,1180,NA,4
1362,p2,0,Caucasian,0,1,0,T1,13.25,4.6,90.5,1362,1362,1362,1362,4.333333333333333
1362,p2,0,Caucasian,0,1,0,T2,13.833333333333334,NA,87.16666666666667,NA,NA,NA,NA,NA
1362,p2,0,Caucasian,0,1,0,T3,14.333333333333334,5,73,1263,2237,1324,NA,4.5
1362,p2,0,Caucasian,0,1,0,T4,14.75,5,95,2136,1324,1362,NA,4.666666666666667
1364,p2,0,AfricanAmerican,0,1,0,T1,13.666666666666666,3.2,73,1365,1296,1146,1267,2.5
1364,p2,0,AfricanAmerican,0,1,0,T2,14.25,4,73.25,1426,1296,1072,NA,NA
1364,p2,0,AfricanAmerican,0,1,0,T3,14.75,4.6,70,1364,1365,2175,NA,2
1364,p2,0,AfricanAmerican,0,1,0,T4,15.166666666666666,NA,76.83333333333333,NA,NA,NA,NA,2
1365,p2,0,AfricanAmerican,0,0,0,T1,13.833333333333334,4.2,82.33333333333333,1147,1133,1365,1364,3.75
1365,p2,0,AfricanAmerican,0,0,0,T2,14.416666666666666,3.2,86,1147,1364,1133,NA,NA
1365,p2,0,AfricanAmerican,0,0,0,T3,14.833333333333334,3.2,87,1364,1404,1389,NA,4.333333333333333
1365,p2,0,AfricanAmerican,0,0,0,T4,15.333333333333334,4,85.5,1364,1404,1160,NA,4
1372,p2,1,Caucasian,0,0,0,T1,14.583333333333334,3.2,89.66666666666667,1024,1196,1196,1083,4.5
1372,p2,1,Caucasian,0,0,0,T2,15.166666666666666,3,88.25,1254,1024,1402,NA,NA
1372,p2,1,Caucasian,0,0,0,T3,15.583333333333334,3.8,83.66666666666667,1414,1343,2042,NA,4
1372,p2,1,Caucasian,0,0,0,T4,16.083333333333332,4.4,85.33333333333333,1343,1284,1254,NA,3.6666666666666665
1373,p2,0,Caucasian,0,0,0,T1,14,1.6,79.33333333333333,1244,1201,1162,1201,2.25
1373,p2,0,Caucasian,0,0,0,T2,14.583333333333334,2.6,80,1048,1032,1155,NA,NA
1373,p2,0,Caucasian,0,0,0,T3,15.083333333333334,NA,86,NA,NA,NA,NA,NA
1373,p2,0,Caucasian,0,0,0,T4,15.5,3.2,79,1256,1275,2577,NA,2.3333333333333335
1374,p2,0,AfricanAmerican,0,0,0,T1,13.666666666666666,4.2,82,1195,1368,1305,1191,4
1374,p2,0,AfricanAmerican,0,0,0,T2,14.25,3.6,81.83333333333333,1264,1368,1298,NA,NA
1374,p2,0,AfricanAmerican,0,0,0,T3,14.75,3.8,84,1141,1066,2303,NA,4.666666666666667
1374,p2,0,AfricanAmerican,0,0,0,T4,15.166666666666666,3.8,72.33333333333333,1336,1066,2245,NA,4
1375,p2,0,AfricanAmerican,0,0,0,T1,13.333333333333334,3.6,88,1114,1303,1303,1113,4.25
1375,p2,0,AfricanAmerican,0,0,0,T2,13.916666666666666,3.8,84.5,1114,1210,1210,NA,NA
1375,p2,0,AfricanAmerican,0,0,0,T3,14.416666666666666,NA,NA,NA,NA,NA,NA,3
1375,p2,0,AfricanAmerican,0,0,0,T4,14.833333333333334,NA,NA,NA,NA,NA,NA,NA
1376,p2,1,AfricanAmerican,0,0,0,T1,13.25,4,83,1139,1126,1139,1148,4.25
1376,p2,1,AfricanAmerican,0,0,0,T2,13.833333333333334,4.2,86.125,1139,1126,1113,NA,NA
1376,p2,1,AfricanAmerican,0,0,0,T3,14.25,4.2,82,1148,1142,1084,NA,4.666666666666667
1376,p2,1,AfricanAmerican,0,0,0,T4,14.75,4.2,78,1148,1142,2398,NA,4
1378,p2,0,Caucasian,0,1,0,T1,13.333333333333334,3.4,76.33333333333333,1298,1264,1114,1298,2.25
1378,p2,0,Caucasian,0,1,0,T2,13.916666666666666,3.4,84,1264,1114,NA,NA,NA
1378,p2,0,Caucasian,0,1,0,T3,14.333333333333334,4.4,90,1131,1165,NA,NA,3.3333333333333335
1378,p2,0,Caucasian,0,1,0,T4,14.833333333333334,3.8,82.33333333333333,2133,1259,2121,NA,3.3333333333333335
1380,p2,0,Caucasian,0,0,0,T1,14.166666666666666,3,83.33333333333333,1109,1079,1109,1169,3
1380,p2,0,Caucasian,0,0,0,T2,14.75,4,80.5,1169,1051,1109,NA,NA
1380,p2,0,Caucasian,0,0,0,T3,15.166666666666666,NA,NA,NA,NA,NA,NA,NA
1380,p2,0,Caucasian,0,0,0,T4,15.666666666666666,NA,NA,NA,NA,NA,NA,NA
1381,p2,0,AfricanAmerican,0,0,0,T1,13.333333333333334,3.8,77,1114,1358,1077,1171,3
1381,p2,0,AfricanAmerican,0,0,0,T2,13.916666666666666,3.6,71.125,1114,1123,1306,NA,NA
1381,p2,0,AfricanAmerican,0,0,0,T3,14.333333333333334,4,73.33333333333333,1151,1428,1369,NA,3
1381,p2,0,AfricanAmerican,0,0,0,T4,14.833333333333334,3.6,76.16666666666667,1151,2020,1316,NA,2.6666666666666665
1386,p2,1,AfricanAmerican,1,0,0,T1,13.166666666666666,4.4,94.33333333333333,1403,1126,NA,NA,4.25
1386,p2,1,AfricanAmerican,1,0,0,T2,13.75,4.6,92.5,1403,1391,1184,NA,NA
1386,p2,1,AfricanAmerican,1,0,0,T3,14.166666666666666,4.2,87.33333333333333,1377,1403,1399,NA,4
1386,p2,1,AfricanAmerican,1,0,0,T4,14.666666666666666,3.8,90.33333333333333,1377,1403,1370,NA,5
1387,p2,0,AfricanAmerican,0,1,0,T1,13.75,4.6,76.33333333333333,1296,1246,1062,1020,2.5
1387,p2,0,AfricanAmerican,0,1,0,T2,14.333333333333334,4.4,77.5,1429,1231,1212,NA,NA
1387,p2,0,AfricanAmerican,0,1,0,T3,14.833333333333334,NA,70,NA,NA,NA,NA,2
1387,p2,0,AfricanAmerican,0,1,0,T4,15.25,4.2,75.66666666666667,2583,2585,2585,NA,1.6666666666666667
1388,p2,0,AfricanAmerican,1,0,0,T1,14.083333333333334,4.4,83.66666666666667,1370,1384,1388,1017,3.75
1388,p2,0,AfricanAmerican,1,0,0,T2,14.75,4,79.75,1410,1370,1298,NA,NA
1388,p2,0,AfricanAmerican,1,0,0,T3,15.166666666666666,4.2,74,1410,2072,2095,NA,3
1388,p2,0,AfricanAmerican,1,0,0,T4,15.583333333333334,3.8,74.33333333333333,1301,2381,2381,NA,3
1390,p2,0,Caucasian,0,0,0,T1,14,4.4,81.33333333333333,1085,1091,1192,1091,2.5
1390,p2,0,Caucasian,0,0,0,T2,14.583333333333334,4.2,89.5,1169,1091,1059,NA,NA
1390,p2,0,Caucasian,0,0,0,T3,15,NA,NA,NA,NA,NA,NA,NA
1390,p2,0,Caucasian,0,0,0,T4,15.5,NA,NA,NA,NA,NA,NA,NA
1391,p2,1,AfricanAmerican,1,0,0,T1,12.75,3.2,83,NA,NA,NA,NA,3.6666666666666665
1391,p2,1,AfricanAmerican,1,0,0,T2,13.333333333333334,4.2,88.5,1386,1126,NA,NA,NA
1391,p2,1,AfricanAmerican,1,0,0,T3,13.75,NA,78.66666666666667,NA,NA,NA,NA,2
1391,p2,1,AfricanAmerican,1,0,0,T4,14.25,NA,82.16666666666667,NA,NA,NA,NA,4
1392,p2,1,Caucasian,0,0,0,T1,13.666666666666666,3.8,87,1094,1024,1096,1115,3.5
1392,p2,1,Caucasian,0,0,0,T2,14.25,3.6,88.33333333333333,1094,1047,1196,NA,NA
1392,p2,1,Caucasian,0,0,0,T3,14.666666666666666,3.8,88.66666666666667,1266,2207,1323,NA,5
1392,p2,1,Caucasian,0,0,0,T4,15.166666666666666,4,80.83333333333333,2052,2207,2049,NA,3.6666666666666665
1393,p2,1,Caucasian,0,0,0,T1,13.166666666666666,3.4,75.33333333333333,1128,1376,1128,1416,3
1393,p2,1,Caucasian,0,0,0,T2,13.75,2.6,85.375,1128,1354,1113,NA,NA
1393,p2,1,Caucasian,0,0,0,T3,14.166666666666666,NA,NA,NA,NA,NA,NA,NA
1393,p2,1,Caucasian,0,0,0,T4,14.666666666666666,NA,NA,NA,NA,NA,NA,NA
1396,p2,1,Caucasian,0,0,0,T1,13.916666666666666,4,95,1194,1356,1117,1292,4.75
1396,p2,1,Caucasian,0,0,0,T2,14.5,3.8,95.33333333333333,1202,1194,1202,NA,NA
